Id,URL,Tag
1566,https://github.com/sleuthkit/autopsy/commit/60f82ae28,"Deleted Technical Debt Comment (e.g., TODO, TOFIX)"
1573,https://github.com/hazelcast/hazelcast/commit/ed0eda49bf,Add Comment to Explain Suppression of Sonar Warning
1583,https://github.com/BroadleafCommerce/BroadleafCommerce/commit/efb4b9ac15,Fixed Typos
1586,https://github.com/alkacon/opencms-core/commit/7a51322be7,"Deleted Technical Debt Comment (e.g., TODO, TOFIX)"
1591,https://github.com/Azure/azure-sdk-for-java/commit/dc80e242b1,FALSE POSITIVE
1592,https://github.com/mybatis/spring/commit/fa3aac37,Improved Wording of Comments
1593,https://github.com/elki-project/elki/commit/c7519ab97,Added Missing Comments
1603,https://github.com/findbugsproject/findbugs/commit/f2d2d3a00,Updated Misleading Comment to Describe the Correct Behavior
1608,https://github.com/unofficial-openjdk/openjdk/commit/b598f806aed,Updated Comment to Fix Wrong Referenced Bug Id
1616,https://github.com/apache/apex-core/commit/d556d8e2a,"Deleted Technical Debt Comment (e.g., TODO, TOFIX)"
1630,https://github.com/Alluxio/alluxio/commit/63faec6f2e,FALSE POSITIVE
1634,https://github.com/kiegroup/jbpm/commit/70cee7338,FALSE POSITIVE
1647,https://github.com/sleuthkit/autopsy/commit/0f0dd4462,Updated Comment to Better Detail the Application Logic
1652,https://github.com/apache/apex-core/commit/1bda2bfc8,Update Copyright/License
1653,https://github.com/BroadleafCommerce/BroadleafCommerce/commit/98e454188c,Added Missing Comments
1701,https://github.com/antlr/antlr4/commit/343d0f90b,Updated Comment to Better Detail the Application Logic
1716,https://github.com/jitsi/libjitsi/commit/c98324fe,Updated Misleading Comment to Describe the Correct Behavior
1724,https://github.com/apereo/cas/commit/6f32be744a8,Updated Comment to Better Detail the Application Logic
1730,https://github.com/aosp-mirror/platform_frameworks_base/commit/b2920572828,Updated Comment to Better Detail the Application Logic
1732,https://github.com/imagej/imagej/commit/e0b9a586a,"Added Technical Debt Comment (e.g., TODO, TOFIX)"
1750,https://github.com/apache/incubator-gobblin/commit/726acca0d,FALSE POSITIVE
1775,https://github.com/neo4j/neo4j/commit/83fe85833a4,Deleted Outdated Comment
1776,https://github.com/freenet/fred/commit/0bfb5eba6,FALSE POSITIVE
1777,https://github.com/i2p/i2p.i2p/commit/c93ccd15e,Fixed Typos
1778,https://github.com/intuit/wasabi/commit/0553db03,FALSE POSITIVE
1797,https://github.com/openpnp/openpnp/commit/807c011bc3,FALSE POSITIVE
1812,https://github.com/rstudio/rstudio/commit/0aad9339b9,"Updated Technical Debt Comment (e.g., TODO, TOFIX)"
1821,https://github.com/xwiki/xwiki-platform/commit/f35d81cd7c,"Updated Technical Debt Comment (e.g., TODO, TOFIX)"
1856,https://github.com/lucee/Lucee/commit/b84c88f8,Add Comment to Explain Unusual Naming
1915,https://github.com/javaee/glassfish/commit/7902aeb3f2,"Updated Technical Debt Comment (e.g., TODO, TOFIX)"
1925,https://github.com/nayuki/QR-Code-generator/commit/4c88263,Simplified Comments
1935,https://github.com/nextcloud/android/commit/a22288275,Updated Comment to Fix Supported Version
1971,https://github.com/BaseXdb/basex/commit/fc9935567,Improved Wording of Comments
1972,https://github.com/apache/camel/commit/ae47914a4d7,FALSE POSITIVE
1983,https://github.com/plutext/docx4j/commit/9b692a62,Updated Misleading Comment to Describe the Correct Behavior
2004,https://github.com/realm/realm-java/commit/4a65304ab,Improved Wording of Comments
2006,https://github.com/apache/wicket/commit/327f911728,Fixed Typos
2043,https://github.com/gchq/Gaffer/commit/0ee0388a9b,FALSE POSITIVE
2062,https://github.com/findbugsproject/findbugs/commit/906b4d22c,Update Comment of Deprecated Class
2065,https://github.com/voldemort/voldemort/commit/9bc915912,FALSE POSITIVE
2112,https://github.com/brianwernick/ExoMedia/commit/1a50253,Added Missing Comments and Deleted Comments
2117,https://github.com/Alluxio/alluxio/commit/e412eb51bc,Updated Comment to Match Method/Variable Name
2132,https://github.com/alkacon/opencms-core/commit/229365ff70,Added Comment to Better Detail the Application Logic
2136,https://github.com/DataSketches/sketches-core/commit/352eb280,Improved Formatting of Comments
2137,https://github.com/meganz/android/commit/6cbdfc79c,"Added Technical Debt Comment (e.g., TODO, TOFIX)"
2139,https://github.com/neo4j/neo4j/commit/3a86b410f0d,FALSE POSITIVE
2142,https://github.com/consulo/consulo/commit/0e788da9ab2,Added Comment for New Code
2144,https://github.com/jitsi/jitsi/commit/4dbf5cd1f,"Deleted Technical Debt Comment (e.g., TODO, TOFIX)"
2167,https://github.com/naver/yobi/commit/6e669fec,FALSE POSITIVE
2184,https://github.com/opentripplanner/OpenTripPlanner/commit/9233dbfa4,Updated Comment To Match the New Application Logic
2194,https://github.com/sleuthkit/autopsy/commit/a82c68d15,Added Missing Comments
2196,https://github.com/apache/jena/commit/2f6d68b631,"Deleted Technical Debt Comment (e.g., TODO, TOFIX)"
2199,https://github.com/i2p/i2p.i2p/commit/6670209cb,Unclear
2204,https://github.com/aosp-mirror/platform_frameworks_base/commit/5aa95dd36cd,Updated Comment to Match Method/Variable Name
2213,https://github.com/javaee/glassfish/commit/3a74a2f2a6,Added Comment for New Code
2248,https://github.com/freenet/fred/commit/65e0dfb70,FALSE POSITIVE
2266,https://github.com/Sable/soot/commit/ef666f005,FALSE POSITIVE
2270,https://github.com/spring-projects/spring-data-solr/commit/f7d5f83,Add Authorship
2275,https://github.com/bitcoinj/bitcoinj/commit/e91cc443,Updated Comment to Replace Reference to Deprecated Class/Method
2281,https://github.com/intuit/wasabi/commit/b0162238,Added Comment for New Code
2283,https://github.com/apache/incubator-heron/commit/4c924a0f6,Unclear
2313,https://github.com/sleuthkit/autopsy/commit/53375b6cb,Added Comments to Warn about the Usage of Specific API
2317,https://github.com/google/j2objc/commit/e217ae371,FALSE POSITIVE
2319,https://github.com/apereo/cas/commit/bb9dbae84c1,FALSE POSITIVE
2350,https://github.com/apache/incubator-gobblin/commit/16e4c17a9,FALSE POSITIVE
2361,https://github.com/nayuki/QR-Code-generator/commit/12360be,Updated Comment to Correct Wrong Description
2382,https://github.com/SonarSource/sonarqube/commit/63eb4c886e,Updated Misleading Comment to Describe the Correct Behavior
2383,https://github.com/apache/jmeter/commit/8b581e707,Updated Misleading Comment to Describe the Correct Behavior
2391,https://github.com/opentripplanner/OpenTripPlanner/commit/d50b2e668,Updated Misleading Comment to Describe the Correct Behavior
2410,https://github.com/sakaiproject/sakai/commit/d53fa0c49c,Updated Comment to Match Method/Variable Name
2412,https://github.com/Alluxio/alluxio/commit/9c9aed0de9,FALSE POSITIVE
2418,https://github.com/Alluxio/alluxio/commit/0f9360820e,Updated Comment Because of Change in the Test Execution Environment
2425,https://github.com/essentials/Essentials/commit/2c52ed361,Added Missing Comments
2444,https://github.com/TEAMMATES/teammates/commit/e08e7eb48,FALSE POSITIVE
2445,https://github.com/IQSS/dataverse/commit/b8a484864,FALSE POSITIVE
2448,https://github.com/hibernate/hibernate-orm/commit/cf921df1d0,Updated Comment to Better Detail the Application Logic
2461,https://github.com/apache/incubator-skywalking/commit/1edbb81ed,Improved Wording of Comments
2465,https://github.com/google/data-transfer-project/commit/1b365348,Updated Comment to Better Detail the Application Logic
2469,https://github.com/ata4/disunity/commit/b390382,Added Comment for New Code
2474,https://github.com/carrot2/carrot2/commit/c9e669077,Remove Useless/Junk Comments
2482,https://github.com/typetools/checker-framework/commit/84e2056cb,Updated comment to Better Detail the Method Return Value
2483,https://github.com/hibernate/hibernate-orm/commit/838e71a0ee,Updated Comment to Explaining Rationale for Implementation Choice
2484,https://github.com/watson-developer-cloud/java-sdk/commit/b46fabe9dc,FALSE POSITIVE
2485,https://github.com/vespa-engine/vespa/commit/78d7037469,"Added Technical Debt Comment (e.g., TODO, TOFIX)"
2492,https://github.com/carymrobbins/intellij-haskforce/commit/25ee81d5,FALSE POSITIVE
2511,https://github.com/AndlyticsProject/andlytics/commit/824b1ab,FALSE POSITIVE
2518,https://github.com/neo4j/neo4j/commit/dd2abbf5824,Updated Comment to Better Detail the Application Logic
2535,https://github.com/apache/ofbiz/commit/b01bd72574,FALSE POSITIVE
2554,https://github.com/jclouds/jclouds/commit/bc2182ddcf,FALSE POSITIVE
2555,https://github.com/jmrozanec/cron-utils/commit/8e1fc51,Updated Comment to Match Renamed Variables/Methods
2596,https://github.com/VoltDB/voltdb/commit/963f93002b,Updated Comment as Consequence of Refactoring (Replace Magic Number)
2606,https://github.com/freenet/fred/commit/5b0219c61,FALSE POSITIVE
2626,https://github.com/apache/tomcat/commit/7e6a1abc5,"Deleted Technical Debt Comment (e.g., TODO, TOFIX)"
2627,https://github.com/CyanogenMod/android_frameworks_base/commit/2aa2bc531b0,Added Comments to Warn about the Usage of Specific API
2640,https://github.com/restlet/restlet-framework-java/commit/9fce4b018,Improved Formatting of Comments
2641,https://github.com/gerrit-review/gerrit/commit/bf1f5c69c5,FALSE POSITIVE
2648,https://github.com/rstudio/rstudio/commit/3327ad64de,"Updated Technical Debt Comment (e.g., TODO, TOFIX)"
2649,https://github.com/bisq-network/bisq/commit/c6897f730,Update Comment to Document Changed Default Behaviour in Previous Commit
2660,https://github.com/freenet/fred/commit/70c84d3c4,FALSE POSITIVE
2682,https://github.com/google/nomulus/commit/bb87b6e7,"Deleted Technical Debt Comment (e.g., TODO, TOFIX)"
2685,https://github.com/apache/tinkerpop/commit/fde13ed5d9,FALSE POSITIVE
2715,https://github.com/apache/incubator-pinot/commit/2b7adde7b,Added Missing Comments
2757,https://github.com/caprica/vlcj/commit/41162c74,"Updated Technical Debt Comment (e.g., TODO, TOFIX)"
2765,https://github.com/igniterealtime/Openfire/commit/c7b1edaee,Simplified Comments
2782,https://github.com/classgraph/classgraph/commit/4c309924,Improved Wording of Comments
2783,https://github.com/h2oai/h2o-3/commit/e5ae2959dc,Improved Wording of Comments
2791,https://github.com/eishay/jvm-serializers/commit/2e6dbd9,Add Comment to Uncommented Test
2792,https://github.com/freenet/fred/commit/8a082ff4d,FALSE POSITIVE
2798,https://github.com/todoroo/astrid/commit/eae50fdae,FALSE POSITIVE
2812,https://github.com/mozilla/MozStumbler/commit/818f3209,"Updated Technical Debt Comment (e.g., TODO, TOFIX)"
2826,https://github.com/TEAMMATES/teammates/commit/7e206cef1,Added Missing Comments
2828,https://github.com/crate/crate/commit/7b56616dc,Deleted Outdated Comment
2832,https://github.com/osmandapp/Osmand/commit/f96d7ab203,Updated Comment To Match the New Application Logic
2838,https://github.com/sleuthkit/autopsy/commit/75bb8fa61,Update Comment of Deprecated Method
2852,https://github.com/wordpress-mobile/WordPress-Android/commit/5402c7fc6f,Updated Comment to Better Match the Application Logic
2871,https://github.com/VoltDB/voltdb/commit/c15c5e08d3,FALSE POSITIVE
2874,https://github.com/freenet/fred/commit/eb335ba3a,FALSE POSITIVE
2881,https://github.com/essentials/Essentials/commit/bb8ca488d,"Updated Technical Debt Comment (e.g., TODO, TOFIX)"
2884,https://github.com/Esri/arcgis-runtime-samples-android/commit/8af8083b,FALSE POSITIVE
2892,https://github.com/deeplearning4j/dl4j-examples/commit/7d326a2f,FALSE POSITIVE
2904,https://github.com/wordpress-mobile/WordPress-Android/commit/84ded35cd6,Updated Comment to Explaining Rationale for Implementation Choice
2911,https://github.com/freenet/fred/commit/c9e40b41a,FALSE POSITIVE
2929,https://github.com/IQSS/dataverse/commit/24c7a4ef0,Update Comment With Guidelines How to Change The Related Code
2949,https://github.com/pockethub/PocketHub/commit/7c0ddc15,Improved Formatting of Comments
2951,https://github.com/nayuki/QR-Code-generator/commit/a5b6c28,Improved Wording of Comments
2969,https://github.com/apache/cordova-android/commit/dfb89df4,Updated Comment to Match New Design of Code
2997,https://github.com/spring-projects/spring-petclinic/commit/4c859ed,Simplified Comments to Avoid Uptodateness Issues
3002,https://github.com/haifengl/smile/commit/46975262,Updated Comment to use more Standard Terminology
3024,https://github.com/mcMMO-Dev/mcMMO/commit/e82d5db4,Added Comment to Document if Condition
3045,https://github.com/apache/accumulo/commit/9bfef59ff,Improved Wording of Comments
3047,https://github.com/twilio/twilio-java/commit/83db03b3e,Updated Comment to Correct Wrong Description
3049,https://github.com/trifork/erjang/commit/92c29b4e,"Added Technical Debt Comment (e.g., TODO, TOFIX)"
3051,https://github.com/igniterealtime/Openfire/commit/e9fcc7c8b,Updated Comment to Better Match the Application Logic
3059,https://github.com/TEAMMATES/teammates/commit/15f72cd24,FALSE POSITIVE
3066,https://github.com/jenkinsci/ghprb-plugin/commit/3498097,FALSE POSITIVE
3079,https://github.com/openhab/openhab2-addons/commit/554210a14,Updated Comment to Better Detail the Application Logic
3084,https://github.com/sakaiproject/sakai/commit/1a7ec2a98c,FALSE POSITIVE
3087,https://github.com/Alluxio/alluxio/commit/9fe7e62c3f,FALSE POSITIVE
3088,https://github.com/jmrozanec/cron-utils/commit/a529b27,FALSE POSITIVE
3093,https://github.com/mit-cml/appinventor-sources/commit/eedf8237,"Added Technical Debt Comment (e.g., TODO, TOFIX)"
3094,https://github.com/JetBrains/android/commit/3b81254b74,Simplified Comments to Avoid Uptodateness Issues
3095,https://github.com/streamsets/datacollector/commit/3a1f285ecd,"Deleted Technical Debt Comment (e.g., TODO, TOFIX)"
3104,https://github.com/hazelcast/hazelcast-code-samples/commit/39331ea8,Uncomment Code
3122,https://github.com/TEAMMATES/teammates/commit/0f2e231cb,"Deleted Technical Debt Comment (e.g., TODO, TOFIX)"
3126,https://github.com/SleepyTrousers/EnderIO/commit/3447a93b5,FALSE POSITIVE
3150,https://github.com/qiniu/java-sdk/commit/9ca4e49,Updated Misleading Comment to Describe the Correct Behavior
3151,https://github.com/aosp-mirror/platform_frameworks_base/commit/7836660f5eb,Added Missing Comments
3156,https://github.com/treasure-data/digdag/commit/e6e4365174,Updated Comment to Better Detail the Application Logic
3195,https://github.com/apache/tomcat/commit/f29c6e945,Updated Comment to Better Detail the Application Logic
3206,https://github.com/groovy/groovy-core/commit/091a05fe6,Unclear
3210,https://github.com/drewnoakes/metadata-extractor/commit/6a9b6fe4,FALSE POSITIVE
3227,https://github.com/mitreid-connect/OpenID-Connect-Java-Spring-Server/commit/741946d1,Updated Comment to Better Match the Application Logic
3233,https://github.com/liferay/liferay-portal/commit/21ad70d53d7e,FALSE POSITIVE
3247,https://github.com/Microsoft/mssql-jdbc/commit/86e15f24,Updated Comment to Better Detail the Application Logic
3254,https://github.com/freenet/fred/commit/adf68c204,Updated Comment to Better Detail the Application Logic
3257,https://github.com/zendesk/maxwell/commit/28f32f6e,Added Comment to Document if Condition
3260,https://github.com/thinkaurelius/titan/commit/da15f294e,Updated Comment to Fix Wrong Link
3271,https://github.com/openmrs/openmrs-core/commit/746a72180,FALSE POSITIVE
3278,https://github.com/DataSketches/sketches-core/commit/33cb935d,Updated Comment to Better Detail the Application Logic
3284,https://github.com/openmrs/openmrs-core/commit/2a05e3128,FALSE POSITIVE
3290,https://github.com/bndtools/bnd/commit/d836bcf41,Improved Wording of Comments
3300,https://github.com/nayuki/QR-Code-generator/commit/95e5f14,Updated Comment to Better Explain Methods Usage
3317,https://github.com/google/blockly-android/commit/30f66f7a,Updated Comment to Better Detail the Application Logic
3322,https://github.com/Pi4J/pi4j/commit/fff3e1db,Updated Comment to Better Match the Application Logic
3323,https://github.com/restlet/restlet-framework-java/commit/0763278ff,Improved Formatting of Comments
3325,https://github.com/h2database/h2database/commit/228f37b22,Deleted Outdated Comment
3348,https://github.com/Alluxio/alluxio/commit/329d567eb4,Fixed Typos
3356,https://github.com/processing/processing-android/commit/883785b9,Added Comments Explaining the Rationale for Implementation Choice
3367,https://github.com/OpenNMS/opennms/commit/7c70d666ad6,Add @deprecated to Javadoc of Deprecated Class
3368,https://github.com/javamelody/javamelody/commit/ecb057bb,Updated Javadoc Comment To Correctly Reference a Class
3380,https://github.com/Adobe-Consulting-Services/acs-aem-commons/commit/f94816f2,FALSE POSITIVE
3381,https://github.com/SeleniumHQ/selenium/commit/e7560b3744,Updated Comment to Better Match the Application Logic
